Clearness,GHI Actual,GHI Theoretical
0.46,359.28,357.1159982
0.55,310.27,426.9865196
0.53,311.29,411.4597371
0.48,310.04,372.6427808
0.53,312.41,411.4597371
0.52,307.21,403.6168086
0.56,306.14,434.6642554
0.57,306.38,442.3389174
0.61,312.96,473.380245
0.59,299.21,457.8595812
0.45,322.62,349.1460814
0.37,333.87,287.0756669
0.42,326.09,325.8967888
0.39,337.39,302.5587588
0.42,345.79,325.8325095
0.38,361.94,294.8008419
0.55,307.51,426.6012396
0.55,310.82,426.6012396
0.59,312.95,457.5364569
0.56,318.09,434.2718913
0.5,320.04,363.1633058
0.48,320.63,350.4162695
0.48,334.27,352.186868
0.48,340.34,353.9478154
0.49,349.79,363.1412341
0.48,357.16,357.4741051
0.43,369.14,321.7914172
0.59,339.08,443.6482916
0.59,343.16,445.7585894
0.34,376.48,258.0875097
0.49,360.17,373.6394182
0.58,328.45,444.3092176
0.58,323.7,446.3394718
0.56,334.6,432.8136842
0.61,330.15,473.5710307
0.6,335.77,467.7842824
0.58,338.7,454.1291291
0.55,344.15,432.4321891
0.59,338.67,465.8817718
0.62,346.32,491.5686213
0.68,328.63,541.3178549
0.66,334.78,527.5964908
0.63,332.47,505.5610033
0.6,337.07,483.3769631
0.57,350.94,461.0758699
0.5,372.48,405.9366414
0.59,364.15,480.8317878
0.56,370.59,458.1061459
0.46,383.47,377.6753324
0.47,382.56,387.2484175
0.45,394.23,372.1306339
0.12,386.52,99.59552228
0.62,341.27,517.0971632
0.65,328.75,544.8251374
0.66,327.78,555.7925373
0.64,339.63,541.4721973
0.59,358.4,501.5571946
0.56,365.54,478.2232288
0.72,329.59,617.6195948
0.72,317.47,620.395157
0.69,329.47,597.0477928
0.62,360.78,538.7838394
0.63,365.92,549.7867727
0.62,385.56,543.272147
0.66,381.19,580.6170308
0.72,341.66,635.9676913
0.7,347.15,620.7707176
0.67,370.15,596.4208699
0.52,402.5,464.6482071
0.4,419.71,358.7337417
0.59,386.78,531.0514702
0.56,385.33,505.8497062
0.53,392.1,480.4353111
0.51,380.41,463.8681445
0.66,367.09,602.3485242
0.59,379.47,540.2723594
0.54,396.37,496.0558501
0.61,391.81,562.1367995
0.59,406.5,545.3182661
0.62,391.81,574.8565105
0.62,398.8,576.3727885
0.59,390.74,549.9040827
0.43,427.02,401.7512488
0.44,423.16,412.1679734
0.48,415.69,450.6901092
0.5,417.73,470.5523692
0.45,407.6,424.4472301
0.37,417.38,349.7658047
0.41,423.03,388.4610198
0.52,413.92,493.678137
0.6,400.42,570.8178519
0.55,410.05,524.3198517
0.46,419.81,439.3571106
0.38,424.96,363.6281185
0.58,405.02,556.0196393
0.66,382.25,633.906399
0.65,384.09,625.3288603
0.62,388.82,597.4974387
0.34,429.92,328.1794195
0.55,407.84,531.7011777
0.59,404.95,571.2353566
0.61,406.3,591.420538
0.42,421.4,407.7613959
0.59,423.3,573.5741745
0.57,422.97,554.8434286
0.56,413.93,545.7575235
0.59,424.16,575.6558858
0.53,425.99,517.7371263
0.52,423.38,508.4807226
0.57,428.69,557.9651596
0.62,433.09,607.4884677
0.37,433.58,362.6887765
0.55,419.44,539.3568402
0.6,412.34,588.6295104
0.48,416.02,471.0911315
0.45,417.65,441.8188143
0.57,405.29,559.8056023
0.49,413.87,481.3769802
0.61,419.48,599.4342374
0.51,426.04,501.3038962
0.54,428.09,530.8936008
0.61,427.09,599.8221468
0.52,436.54,511.4134502
0.39,439.13,383.6243925
0.52,426.54,511.5430738
0.52,434.05,511.5842005
0.53,441.6,521.4608082
0.48,433.77,472.2637019
0.62,425,610.0010892
0.55,438.71,541.1214104
0.52,456.32,511.5940026
0.43,459.77,423.0078125
0.49,450.94,481.9830118
0.55,442.45,540.9428588
0.57,436.93,560.5124212
0.49,439.72,481.7551536
0.48,434.35,471.8338506
0.33,438.22,324.3013713
0.23,435.57,225.9686487
0.48,432.48,471.4602243
0.48,435.8,471.3013123
0.48,433.39,471.0278318
0.55,432.01,539.44983
0.32,451.45,313.6827543
0.46,454.37,450.6935343
0.51,438.76,499.3914589
0.57,437.9,557.82674
0.48,440.65,469.4754519
0.57,437.98,557.2339495
0.55,437.58,537.3275811
0.5,441.51,488.2064071
0.59,434.12,575.7422379
0.52,445.05,507.1838453
0.55,437.85,536.1008893
0.52,436.38,506.5701536
0.5,436.99,486.7691673
0.57,430.98,554.6001884
0.55,433.4,534.7912579
0.48,439.27,466.4918566
0.46,446.55,446.7673424
0.56,449.58,543.5846187
0.5,452.31,484.9883872
0.35,450.8,339.3005557
0.5,444.3,484.3930344
0.41,450.63,396.9823868
0.27,449.04,261.2380896
0.24,450.57,232.0782568
0.12,445.06,115.954962
0.15,445.45,144.8603313
0.2,445.81,193.0088598
0.3,447.09,289.3465266
0.37,444.6,356.6010973
0.37,445.57,356.5011383
0.42,447.51,404.5717432
0.29,449.9,279.2684728
0.41,447.24,394.6889006
0.18,445.93,173.2446372
0.23,443.85,221.2898718
0.28,442.19,269.3197523
0.2,441.08,192.320246
0.25,444.7,240.3146657
0.14,443.33,134.5376553
0.29,446.52,278.6105102
0.29,445.91,278.510517
0.35,441.93,336.0124258
0.45,431.62,431.8990461
0.47,430.51,450.9636712
0.41,431.53,393.2512324
0.52,429.38,498.6213325
0.52,439.27,498.4036516
0.52,440.8,498.2214583
0.49,441.52,469.3481509
0.44,438.66,421.3006135
0.45,440.05,430.7168857
0.42,442.34,401.8901581
0.34,438.93,325.1953107
0.44,436.98,420.6846574
0.4,442.66,382.3326161
0.34,443.1,324.8373462
0.31,441.74,296.0642963
0.29,444.59,276.8637215
0.26,449.15,248.1291514
0.27,440.92,257.7373847
0.48,436.32,458.2728845
0.48,437.3,458.3876508
0.55,432.74,525.3191118
0.46,436.41,439.4343219
0.54,432.71,515.8993019
0.55,433.53,525.5436691
0.55,432.15,525.5462276
0.57,432.66,544.7087104
0.55,439.48,525.5975253
0.48,444.56,458.7108045
0.32,449.5,305.7838875
0.33,445.68,315.3438131
0.36,445.37,343.9841564
0.13,444.9,124.2081647
0.29,443.99,277.0350153
0.16,443.76,152.8360172
0.13,439.18,124.1491887
0.14,440.12,133.6785341
0.17,435.41,162.296547
0.36,438.54,343.6050077
0.23,434.48,219.4699624
0.12,435.88,114.4780967
0.29,435.39,276.5397026
0.42,436.55,400.4051461
0.27,435.41,257.3141213
0.21,434.84,200.0653532
0.37,435.65,352.3432772
0.52,424.44,495.0132224
0.57,428.13,542.3263444
0.41,432.85,389.9233226
0.44,432.87,418.3917492
0.54,433.43,513.489266
0.39,434.6,370.7608363
0.45,434.39,427.64925
0.34,434.45,323.0550866
0.52,429.6,493.9044401
0.53,429.92,503.1704324
0.59,427.55,559.9238573
0.56,430.73,531.1486489
0.54,428.63,511.9190355
0.47,429.26,445.2521402
0.38,429.59,359.7377445
0.49,429.52,463.5381814
0.43,428.31,406.4797899
0.52,431.75,491.0976253
0.46,435.98,434.0525425
0.4,437.52,377.0706041
0.31,438.33,291.9407271
0.37,439.57,348.0918659
0.46,436.22,432.23461
0.52,432.95,488.053796
0.61,432,571.8453561
0.55,433.48,514.8836705
0.43,433.22,402.0173625
0.31,435.26,289.4107149
0.27,436.16,251.6736908
0.32,438.65,297.8634658
0.34,437.05,315.9654491
0.4,438.66,371.0745818
0.52,431.74,481.6342554
0.45,432.86,416.0467467
0.41,430.83,378.4678995
0.42,432.09,387.121793
0.27,433.44,248.4596312
0.34,435.55,312.358627
0.4,441.23,366.823365
0.51,431.54,466.9029404
0.55,421.97,502.5933705
0.55,419.44,501.6520615
0.55,421.12,500.6974002
0.55,424.44,499.7301142
0.55,416.45,498.7509336
0.58,414.05,524.8449087
0.57,413.91,514.6903434
0.58,421.95,522.6465265
0.57,417.89,512.5022828
0.57,418.7,511.290345
0.6,412.06,536.9783846
0.53,417.3,473.2377521
0.55,416.74,489.8838883
0.56,419.38,497.5429568
0.56,412.97,496.2795732
0.59,408.98,521.5194097
0.59,415.1,520.1581375
0.55,415.93,483.6090248
0.54,416.35,473.4754947
0.52,421.66,454.6982345
0.43,425.01,374.9092467
0.55,414.79,478.1239732
0.61,404.98,528.7016989
0.38,419.95,328.359002
0.38,418.32,327.3606599
0.51,407.29,437.9027645
0.56,393.74,479.3349191
0.6,391.98,511.9458218
0.59,398.3,501.727305
0.59,387.83,500.0667684
0.56,380.36,473.0102522
0.61,366.34,513.5333842
0.6,360.46,503.3378245
0.59,356.13,493.2298525
0.55,374.42,458.1332993
0.54,373.51,448.2306881
0.4,382.38,330.7967935
0.45,381.1,370.7909817
0.48,386,394.0146832
0.45,386.77,367.9747989
0.48,375.4,390.9857095
0.66,362.7,535.5523642
0.66,350.49,533.4278001
0.67,348.84,539.32944
0.63,356.72,505.0700403
0.54,375.62,431.1065407
0.52,386.73,413.4877797
0.45,393.6,356.3198147
0.34,393.29,268.0727076
0.41,384.89,321.8482807
0.48,371.33,375.1546968
0.39,387.21,303.4642935
0.45,376.19,348.5875843
0.55,362.74,424.0970244
0.6,361.19,460.5363553
0.62,364.44,474.6322736
0.66,361.1,503.9783762
0.66,355.02,502.5313255
0.66,350.68,501.180168
0.65,346.24,492.2169106
0.61,336.56,460.6687438
0.56,334.15,421.7499965
0.51,345.66,383.0872784
0.42,355.81,314.5428427
0.47,348.61,351.0051582
0.58,356.05,431.9079081
0.52,370.29,386.1322191
0.52,362.09,385.1147299
0.44,365.23,324.9106683
0.46,355.66,338.627257
0.57,349.8,418.3855118
0.6,344.59,439.0894655
0.45,356.21,328.4209357
0.42,362.85,305.6197504
0.41,364.99,297.4349605
0.31,374.09,224.1663464
0.34,351.72,245.1184314
0.39,337.66,280.2929318
0.44,326.79,315.3334187
0.4,333.65,285.7858666
0.43,324.55,306.2490356
0.41,325.7,291.0289987
0.46,322.09,325.4970895
0.41,330.49,289.1825006
0.39,331.47,274.2671338
0.5,334.77,377.9194773
0.43,338.2,324.943322
0.42,327.68,317.3865006
0.56,306.99,423.094173
0.64,309.26,483.5361977
0.62,317.32,468.3284381
0.57,345.09,430.5600156
0.59,342.1,445.5748221
0.63,336.9,475.8228015
0.58,344.27,437.9680713
0.52,362.78,403.6963458
0.18,385.28,139.7410428
0.23,390.63,178.5228192
0.41,368.27,318.2363299
0.33,375.48,256.1919118
0.31,382.2,240.6177128
0.21,385.07,162.9990958
0.33,384.7,256.0909522
0.27,385.95,209.5289609
0.3,382.84,232.8099565
0.46,350.52,356.9048832
0.62,309.34,481.0457121
0.46,317.23,356.9345782
0.57,297.93,442.2012629
0.54,306.66,418.9275122
0.51,318.69,395.6537615
0.53,337.91,411.0884673
0.48,355.09,372.3065364
0.22,375.59,170.6068144
0.3,377.07,232.645656
0.49,329.52,355.9000397
0.59,304.02,430.7199979
0.59,311.24,432.8963585
0.55,328.4,405.5652051
0.52,329.9,385.3743708
0.51,345.88,379.8162367
0.57,343.5,426.5607159
0.57,333.45,428.6093664
0.32,359.83,241.7673705
0.59,329.49,447.8577374
0.61,312.73,465.1429492
0.55,325.68,421.3277063
0.6,302.62,461.730488
0.62,307.57,479.1865789
0.62,316.45,481.3344903
0.62,329.02,483.3770919
0.61,342.91,477.6185668
0.61,347.13,479.6066097
0.49,365.09,386.9187596
0.48,354.09,380.5692552
0.66,312.04,525.3967415
0.65,313.7,519.6026045
0.62,312.03,497.5362255
0.59,332.71,475.3206804
0.49,369.27,396.3634671
0.45,389.55,365.3429773
0.17,412.41,138.5447524
0.5,378.16,409.0233446
0.62,333.88,509.0406654
0.66,337.11,543.7956501
0.67,326.23,554.0611661
0.63,342.49,522.876492
0.63,348.39,525.3509924
0.65,346.14,544.55866
0.7,341.97,589.2496851
0.68,349.84,575.0036202
0.67,348.96,569.0826356
0.73,325.98,622.6834065
0.64,341.67,548.381257
0.6,376.67,516.3562659
0.66,345.41,570.3938048
0.63,358.63,546.6550439
0.65,346.88,566.4107194
0.65,345.8,568.6223475
0.59,368.15,518.1212256
0.57,379.64,502.5293241
0.59,378.21,522.1867534
0.61,373.7,541.8777691
0.54,379.42,481.4377168
0.5,384.39,447.3717908
0.61,368.33,547.7921957
0.61,365.94,549.6234098
0.58,385.33,524.3834009
0.58,376.8,526.1986906
0.63,348.06,573.4677719
0.64,356.2,584.4790516
0.56,368.8,513.0054793
0.48,393.58,441.0574128
0.38,397.46,350.2679511
0.51,390.24,471.4896646
0.61,389.45,565.5846313
0.61,388.98,567.0764532
0.68,351.87,633.7877563
0.63,357.94,588.6122947
0.62,377.86,580.7821443
0.6,394.12,563.3626365
0.59,393.52,555.2517956
0.56,398.84,528.2009974
0.62,392.51,586.0940511
0.61,404.47,577.9542003
0.55,416.6,522.159568
0.61,411.67,580.3314827
0.62,401.62,591.0514692
0.55,422.3,525.3182845
0.52,433.99,497.5963727
0.51,427.64,488.9138208
0.42,412.21,403.3949812
0.44,416.6,423.2995362
0.45,422.59,433.6674958
0.4,426.81,386.0934347
0.3,426.93,290.0188242
0.55,410.6,532.5075359
0.62,402.34,601.1159566
0.6,413.06,582.5162798
0.65,413.55,631.9037516
0.61,413.72,593.7798096
0.62,407.54,604.2315439
0.66,405.17,643.9540417
0.62,416.17,605.6547515
0.62,423.41,606.265477
0.54,434.26,528.5985723
0.61,417.29,597.6902666
0.66,395.2,646.958358
0.62,435.39,608.0022562
0.63,428.68,618.0609859
0.6,432.98,588.8639144
0.52,439.88,510.5461854
0.51,445.73,500.8786968
0.55,442.99,540.3211002
0.62,433.84,609.2610282
0.62,428.8,609.428266
0.58,433.92,570.2190527
0.48,445.01,471.9911975
0.59,424.07,580.2575684
0.62,416.35,609.8644189
0.62,405.91,609.9167418
0.62,417.88,609.9657775
0.59,425.07,580.4941072
0.59,430.68,580.4908003
0.55,430.45,541.1299985
0.56,428.18,550.9599815
0.55,436.95,541.1090412
0.57,430.38,560.7312864
0.55,433.44,541.0013398
0.61,441.63,599.954807
0.54,447.63,531.0117674
0.59,441.67,580.0725319
0.56,447.86,550.4728257
0.46,452.34,452.056457
0.53,449.29,520.7103643
0.51,456.92,500.9264883
0.59,446.15,579.3078631
0.59,440.18,578.97171
0.56,453.79,549.2580087
0.58,452.58,568.5499922
0.55,447.38,538.8727041
0.46,454.88,450.4315119
0.38,456.52,371.8844933
0.47,447.38,459.6947133
0.49,449.54,479.0256759
0.51,447.45,498.2492116
0.48,445.09,468.6781508
0.36,443.59,351.3003485
0.44,452.32,429.1555614
0.47,454.86,458.1225781
0.55,459.71,535.7953547
0.48,457.48,467.2984006
0.46,459.26,447.5720818
0.45,454.2,437.5564837
0.53,449.14,515.0847584
0.5,447.16,485.6166765
0.54,442.79,524.1708824
0.52,451.68,504.3879227
0.55,447.52,533.1865875
0.53,444.13,513.4566165
0.5,447.15,484.124862
0.41,452.42,396.6948768
0.32,456.56,309.4376758
0.27,450.19,260.8986646
0.38,446.84,366.9795059
0.34,453.32,328.1150617
0.35,457.43,337.5709477
0.26,448.21,250.5845549
0.36,446.3,346.8659724
0.24,453.75,231.1838533
0.12,447.88,115.559368
0.25,441.99,240.6639638
0.34,439.05,327.2398703
0.38,444.6,365.6093534
0.48,449.76,461.6910039
0.43,449.79,413.488529
0.34,451.89,326.8279453
0.47,448,451.6621286
0.47,445.82,451.5411718
0.4,444.62,384.1524373
0.28,447.34,268.8099407
0.29,448.84,278.3349408
0.29,445.16,278.2541801
0.45,444.34,431.6172063
0.4,441.62,383.5548712
0.41,443.63,392.9721099
0.39,437.38,373.6660937
0.46,443.72,440.6125498
0.24,448.68,229.8003347
0.51,447.52,488.1458038
0.3,443.11,287.0643987
0.24,443.43,229.5496311
0.41,440.55,392.0016126
0.35,443.76,334.5410391
0.25,448.13,238.8509898
0.19,449.98,181.4587622
0.45,450.02,429.6161196
0.44,442.95,419.9108716
0.45,441.7,429.5623079
0.49,445.3,467.8202362
0.36,443.54,343.7907381
0.47,445.29,448.9090592
0.44,448.98,420.3284818
0.25,448.02,238.8422694
0.39,447.38,372.6582381
0.18,443.81,171.9969472
0.48,442.98,458.7020719
0.38,442.22,363.1401084
0.38,448.05,363.1460536
0.4,444.83,382.2298593
0.5,443,477.7936563
0.4,443.01,382.2046182
0.45,439.92,429.9513395
0.38,441.5,363.0113994
0.39,443.12,372.537792
0.26,446.2,248.2983773
0.45,441.26,429.6810024
0.47,440.16,448.7022182
0.34,438.75,324.5158406
0.31,438.66,295.8073407
0.2,437.98,190.7968279
0.43,441.97,410.0416281
0.51,440.23,486.2062489
0.54,440.76,514.6282427
0.54,440.89,514.4537653
0.49,436.41,466.6167725
0.51,435.82,485.4937374
0.31,434.73,294.9494154
0.27,441.84,256.7787734
0.43,436.27,408.8828458
0.43,435.74,408.8896007
0.41,436.27,389.7742125
0.35,437.56,332.6160834
0.53,434.08,503.5858703
0.49,434.1,465.4099532
0.53,432.94,503.1704324
0.52,436.29,493.4922132
0.48,434.47,455.2702705
0.51,434.98,483.4790891
0.52,436.21,492.6193891
0.55,437.05,520.6730513
0.48,433.73,454.0782186
0.18,434.7,170.1543307
0.14,436.71,132.2185914
0.32,434.66,301.9495948
0.59,429.88,556.1791411
0.52,433.91,489.7070261
0.39,434.84,366.9076424
0.42,435.48,394.6489917
0.5,433.21,469.2824961
0.53,434.89,496.8492438
0.44,437.97,411.9069364
0.2,437.95,186.9848198
0.41,432.86,382.76901
0.33,434.58,307.6011776
0.36,434.73,335.096399
0.45,436,418.1895649
0.54,433.04,500.9506854
0.52,435.56,481.6342554
0.5,435.34,462.274163
0.55,433.23,507.7008408
0.51,430.92,470.076463
0.57,422.05,524.5258882
0.62,412.59,569.5951434
0.57,417.89,522.7232951
0.56,426.31,512.6777385
0.53,431.77,484.3172479
0.49,430.68,446.9263821
0.51,432.89,464.2830438
0.53,429.55,481.55811
0.53,424.92,480.614536
0.57,427.48,515.7958585
0.23,431.7,207.6820684
0.4,422.83,360.4458803
0.53,409.16,476.5372103
0.47,420.88,421.5902845
0.52,425.02,465.3812666
0.43,424.83,383.9476102
0.4,426.12,356.2791915
0.46,423.41,408.6960002
0.54,415.81,478.5553027
0.56,417.51,495.0014736
0.41,413.35,361.4658243
0.59,380.98,518.7805902
0.62,372.95,543.6200124
0.64,382.39,559.6285963
0.67,372.82,584.1609193
0.65,376.02,565.0556047
0.64,374.68,554.7034218
0.67,365.01,578.9487667
0.63,367.09,542.729515
0.64,367.51,549.5250378
0.62,358.14,530.6922318
0.59,371.93,503.4133915
0.56,375.46,476.2157471
0.63,352.62,533.9696001
0.64,342.55,540.5831453
0.7,341.96,589.3006048
0.7,347.27,587.2274619
0.7,352.15,585.1879606
0.56,362.23,466.4629957
0.4,388.62,332.0227319
0.26,398.64,215.0179158
0.2,417.3,164.7959919
0.24,425.05,197.0073416
0.2,413.8,163.5443551
0.5,387.59,407.2767807
0.53,381.31,430.0647773
0.51,359.28,412.1942092
0.49,351.04,394.4349636
0.55,342.27,440.9341622
0.56,348.23,447.0734496
0.6,344.9,477.1012843
0.65,341.93,514.6841768
0.61,331.44,480.9539755
0.68,329.8,533.7971484
0.66,360.26,515.8377081
0.52,384.92,404.619058
0.59,382.74,457.037055
0.41,394.89,316.1450546
0.6,350.32,460.5363553
0.58,351.36,444.0108366
0.55,354.71,419.9819802
0.55,350.64,418.7761046
0.59,321.09,448.0246956
0.58,323.74,439.2089356
0.57,320.42,430.4609573
0.59,316.66,444.3437463
0.58,310.7,435.6678852
0.55,317.72,411.9013417
0.57,327.16,425.6871068
0.59,320.88,439.3545962
0.61,316.51,452.9627954
0.62,317.24,459.1752549
0.56,325.63,413.5226687
0.53,323.32,390.1574917
0.51,331.2,374.3449316
0.48,328.45,351.2715724
0.48,332.48,350.3156648
0.45,341.38,327.4497325
0.23,380.62,166.8537584
0.38,383.51,274.7845536
0.34,370.13,245.1184314
0.37,364.97,265.9189353
0.44,354.02,315.3334187
0.56,336.43,400.1002132
0.51,352.74,363.2256004
0.44,343.34,312.3238035
0.47,336.09,332.5731132
0.49,333.74,345.6083543
0.5,341.18,351.6245306
0.55,309.12,415.711425
0.18,353.4,136.022786
0.3,352.32,226.7046433
0.38,330.77,287.0996174
0.38,331.19,287.0996174
0.41,326.12,309.7010639
0.45,326.25,339.9158018
0.48,316.48,362.5015502
0.61,306.51,460.7173158
0.62,313.34,468.1727659
0.6,326.23,465.803476
0.49,348.04,380.406172
0.37,372.78,287.2454768
0.52,336.55,403.6963458
0.48,322.39,372.6427808
0.48,335.44,372.5693618
0.3,357.8,232.8558511
0.52,319.52,403.537258
0.45,304.46,349.2149348
0.41,321.47,318.1736073
0.42,320.52,325.869676
0.42,323.81,325.869676
0.47,321.15,364.6940256
0.49,332.13,380.1379277
0.5,332.16,387.8958446
0.52,331.5,403.4116784
0.5,354.94,387.8193088
0.52,348.56,403.3320811
0.5,347.35,387.7427601
0.39,362.77,302.4393528
0.58,330.66,421.2694348
0.66,309.09,481.8223705
0.66,293.98,484.2569435
0.66,307.73,486.6782461
0.62,315.15,459.4848268
0.56,310.23,417.0531226
0.57,305.23,426.5607159
0.45,323.14,338.3758156
0.62,306.07,468.4242804
0.6,315.31,455.4485465
0.58,319.2,442.2670665
0.36,328.94,275.778135
0.52,335.93,400.166423
0.56,336.52,432.8136842
0.59,334.32,458.0441117
0.64,336.36,498.9699013
0.63,351.07,493.278192
0.52,368.25,408.8449788
0.23,388.1,181.614928
0.69,327,547.0683043
0.71,302.12,565.1995249
0.67,319.84,535.590377
0.61,339.85,489.5114477
0.62,350.55,499.4895285
0.62,351.17,501.5211217
0.62,347.73,503.3614353
0.23,395.48,187.4429003
0.11,400.48,89.98513581
0.49,358.67,402.3063324
0.58,346.02,477.8810258
0.66,334.87,545.7915964
0.66,332.16,547.7753725
0.69,327.38,575.479101
0.7,332.87,586.7347634
0.66,357.16,555.7925373
0.63,365.12,533.0116942
0.67,351.66,569.5649499
0.7,334.91,597.7790359
0.67,346.71,574.7293452
0.73,322.53,629.0117564
0.7,330.91,605.7006593
0.66,338.34,573.5440871
0.66,340.03,575.9670952
0.62,345.78,543.272147
0.61,347.59,536.6308921
0.59,352.04,521.1401914
0.6,348,532.0891865
0.63,352.53,560.8136538
0.62,363.54,554.0036315
0.59,383.35,529.132269
0.59,379.39,531.0514702
0.51,396.22,460.6845539
0.52,392.86,471.3704939
0.43,397.31,391.104514
0.57,392.73,520.2100891
0.38,401.03,347.9720281
0.69,361.09,633.8491418
0.69,360.38,635.8596585
0.65,373.85,600.774361
0.61,390.3,565.5846313
0.59,403.31,548.4837826
0.56,416.55,521.9428581
0.56,407.63,523.2109286
0.61,394.49,571.4146904
0.68,380.4,638.4776547
0.68,381.09,639.9512221
0.58,407.62,547.0653188
0.34,438.46,321.4064151
0.46,435.66,435.8343149
0.59,424.32,560.1348093
0.62,417.63,589.8451136
0.61,415.49,581.518381
0.58,421.16,553.9720091
0.62,409.38,593.2879828
0.72,366.8,690.2312764
0.73,359.32,701.1388959
0.7,370.25,673.4310803
0.66,379.95,636.0456605
0.65,394.7,627.4018314
0.63,406.55,609.0395308
0.42,445.91,406.6421183
0.58,439.13,562.334282
0.58,443.13,563.0990705
0.4,433.84,388.8638471
0.62,420.81,603.5139048
0.52,428.95,506.7748432
0.47,440.09,458.5733328
0.55,415.48,537.2743764
0.48,414.63,469.3668209
0.49,418.96,479.65426
0.31,416.19,303.7442338
0.56,408.43,548.9343644
0.48,417.67,470.7114242
0.52,418.08,510.1455757
0.55,421.52,539.7919215
0.55,432.23,540.0007731
0.51,443.7,500.8786968
0.61,437.16,599.2652202
0.59,443.99,579.7806558
0.58,449.05,570.1103133
0.62,446.83,609.5445046
0.61,442.97,599.8221468
0.61,439.72,599.9273165
0.59,431.4,580.3548503
0.45,442.62,442.6815062
0.4,442.54,393.526308
0.54,438.93,531.2996914
0.43,456.38,423.0695663
0.51,448.88,501.7750895
0.52,447.4,511.6056971
0.47,450.98,462.4022716
0.41,446.67,403.3330306
0.48,444.51,472.1466238
0.53,449.67,521.2722094
0.45,449.15,442.5098062
0.31,441.95,304.7838727
0.41,449.79,403.0247474
0.39,455.91,383.265257
0.46,455.98,451.9372973
0.38,464.28,373.2393442
0.3,471.53,294.5633202
0.4,467.83,392.5231932
0.18,461.43,176.5472171
0.26,464.59,254.8672379
0.34,465.45,333.121308
0.41,459.81,401.471565
0.51,448.19,499.1081358
0.33,451.77,322.7643732
0.22,447.56,215.0727524
0.16,440.8,156.3134781
0.23,441.62,224.5749473
0.45,442.71,439.1254357
0.46,438.92,448.6626324
0.56,430.28,545.8481782
0.55,430.84,535.7953547
0.54,438.75,525.7107007
0.47,439.25,457.3019097
0.27,440.11,262.5338902
0.37,447.41,359.5874728
0.38,447.84,369.0686742
0.25,449.91,242.6717048
0.5,445.9,484.9883872
0.47,444.4,455.6321747
0.42,438.53,406.8901489
0.31,439.59,300.1574144
0.41,440.59,396.6948768
0.52,438.72,502.8362232
0.56,443.19,541.1231562
0.48,449.93,463.5530601
0.25,448.84,241.2610748
0.46,442.08,443.6646742
0.55,446.23,530.0827122
0.45,450.11,433.5824655
0.52,444.09,500.8983488
0.43,443.77,414.0877355
0.32,444.55,308.0498736
0.27,445.09,259.8669558
0.35,448.73,336.745457
0.3,447.47,288.5568774
0.18,445.58,173.0882214
0.17,444.02,163.4139726
0.39,447.49,374.7834684
0.36,443.45,345.8613231
0.43,442.68,412.9638701
0.48,444.09,460.8170411
0.48,443.11,460.6923159
0.48,439.04,460.5586429
0.52,438.63,498.7576607
0.52,437.33,498.6213325
0.44,438.85,421.7261668
0.52,439.53,498.2214583
0.41,438.3,392.7198814
0.37,438.23,354.2755159
0.46,438.64,440.288372
0.48,443.97,459.3030379
0.48,443.17,459.0992621
0.44,443.75,420.6846574
0.5,440.71,477.9157701
0.42,444.94,401.2696629
0.34,444.82,324.7156798
0.46,443.98,439.1631445
0.49,443.56,467.6280161
0.44,438.99,420.0164788
0.42,443.59,400.9887739
0.38,441.13,362.8902236
0.45,442.87,429.806546
0.27,446.76,257.9288411
0.22,442.38,210.1811971
0.21,441.7,200.6621282
0.37,448.87,353.5492804
0.47,440.62,449.1457788
0.43,433.9,410.9217016
0.4,436.84,382.2590037
0.52,436.84,496.8988172
0.55,438.38,525.5730219
0.49,436.93,468.2006574
0.45,435.81,429.9513395
0.27,437.23,257.9291522
0.26,438,248.358528
0.25,442.04,238.7484397
0.4,440.42,381.9386688
0.3,438.25,286.4056712
0.29,434.7,276.7929229
0.42,434.2,400.7712358
0.54,433.92,515.1514352
0.5,436.09,476.7925908
0.35,439.52,333.6709551
0.44,432.98,419.3267162
0.48,434.75,457.2922358
0.47,434.65,447.57119
0.22,433.55,209.428671
0.2,437.56,190.2899454
0.24,436.81,228.2477986
0.46,436.92,437.409556
0.5,438.97,475.4530241
0.56,438.25,532.3745342
0.55,440.18,522.6824167
0.31,441.19,294.550226
0.37,437.55,351.4320055
0.34,438.97,322.7885792
0.49,432.66,465.0215086
0.46,441.26,436.3006759
0.45,443.44,426.5991962
0.41,442.27,388.4114414
0.24,441.8,227.202786
0.36,439.95,340.5586639
0.5,433.52,472.6509185
0.52,430.51,491.0976253
0.49,434.41,462.360317
0.48,435.41,452.4847249
0.38,434.85,357.8628267
0.37,431.32,348.0918659
0.39,435.18,366.459778
0.46,431.53,431.7398964
0.55,430.08,515.5982719
0.54,431.88,505.5221492
0.38,430.23,355.2711576
0.53,428.95,494.7989641
0.56,429.47,521.9898771
0.28,436.27,260.6305326
0.41,434.66,381.0171592
0.41,435.24,380.3514463
0.48,428.83,444.5854666
0.56,423.14,517.7470626
0.6,422.71,553.8554627
0.59,426.32,543.8139474
0.59,430.38,542.9303053
0.48,433.7,440.9768852
0.48,431.03,440.188038
0.41,432.91,375.3533443
0.34,434.11,310.6940836
0.28,432.16,255.386504
0.21,432.84,191.175371
0.24,432.25,218.0640498
0.59,426.91,535.0237288
