Clearness,GHI Actual,GHI Theoretical
0.5,420.38,450.5573504
0.45,426.55,404.6070654
0.53,420.75,475.4103208
0.48,420.26,429.5827076
0.55,413.57,491.0957805
0.6,408.16,534.4187872
0.6,403.73,533.0817394
0.63,396.57,558.3145198
0.62,395.9,548.0373458
0.61,395.75,537.7906167
0.64,395.5,562.745047
0.67,389.63,587.460336
0.68,384.08,594.6053835
0.63,401.18,549.2856406
0.54,407.39,469.4308101
0.66,390.5,572.0379038
0.68,382.67,587.5897931
0.65,388.73,559.9590235
0.62,398.55,532.3523804
0.36,414.01,308.1438766
0.39,418.76,332.7647842
0.17,416.96,144.5654947
0.36,397.02,305.1254858
0.6,373.38,506.7966987
0.57,386.9,479.8590639
0.67,378.54,562.0605706
0.66,381.11,551.7486486
0.62,380.52,516.4411738
0.66,378.23,547.8375077
0.66,382.04,545.8147093
0.66,378.18,543.8267731
0.66,375.12,541.7701894
0.64,376.45,523.3419362
0.66,375.49,537.6053505
0.67,368.18,543.6667939
0.68,358.12,549.5922789
0.69,357.27,555.4288263
0.68,356.95,545.1549641
0.66,361.81,526.9079942
0.66,356.98,524.8114127
0.62,360.53,490.9295225
0.59,368.65,465.1849927
0.55,377.27,431.7476936
0.63,364.92,492.3905395
0.61,361.3,474.6492795
0.61,362.15,472.5298365
0.62,373.43,478.0730094
0.54,386.56,414.4827198
0.51,371.84,390.4233218
0.62,326.43,473.4342322
0.59,326.33,449.2325485
0.6,339.08,455.6183346
0.62,344.74,469.4992071
0.66,346.06,498.4284768
0.66,347.56,497.0624959
0.66,351.62,495.7600073
0.65,353.32,486.7924947
0.61,357.66,455.5598862
0.58,360.41,431.9079081
0.58,359.98,430.6859366
0.49,360.07,362.8965724
0.5,362.93,369.2166685
0.59,360.42,434.3262644
0.58,360.37,425.7256085
0.56,363.28,409.8168345
0.59,367.09,430.5963379
0.59,366.49,429.3229827
0.48,366.52,348.2165392
0.47,365.75,339.8651058
0.47,361.09,338.8401845
0.26,377.28,186.8619545
0.28,367.09,200.666721
0.28,357.4,200.0501066
0.34,368.84,242.1504002
0.31,369.54,220.0463161
0.28,373.75,198.1286632
0.39,366.52,275.0760371
0.33,374.52,232.0721902
0.34,368.77,256.9852445
0.47,362.8,355.1706078
0.49,338.33,370.2842507
0.53,317.58,400.4284137
0.45,326.51,339.986389
0.43,326.46,324.8084328
0.48,332.77,362.5768553
0.55,329.84,415.3663596
0.52,323.55,392.7426298
0.53,324.93,400.2122031
0.59,328.29,458.0400847
0.55,326.34,426.9865196
0.55,314.16,426.9865196
0.52,321.75,403.6963458
0.45,341.09,349.352607
0.31,372.83,240.6177128
0.36,380.47,279.4270213
0.42,367.63,325.9339392
0.47,364.23,364.7355986
0.54,352.39,419.0579218
0.44,364.73,341.3872796
0.48,351.29,372.4224868
0.5,336.98,387.9723677
0.45,359.05,349.1062602
0.52,331.66,403.4116784
0.55,330.95,426.6854291
0.54,333.27,418.8448535
0.54,329.75,418.8448535
0.52,341.23,403.2524705
0.57,336.23,442.0267465
0.59,320.05,428.5327009
0.46,328.41,335.8155916
0.38,354.62,278.8146038
0.32,356.19,235.9652103
0.24,375,177.8650942
0.42,363.11,312.789842
0.33,382.48,246.9562039
0.55,358.98,413.5704413
0.63,322.82,475.9795107
0.59,321.1,447.8577374
0.58,333.09,442.2670665
0.62,326.08,474.9512326
0.59,330.73,454.0349799
0.57,328.49,440.5424999
0.58,321.4,450.2806522
0.58,325.2,452.191473
0.59,330.06,461.9589417
0.6,333.7,471.7442063
0.63,332.51,497.4669767
0.6,336.02,475.711569
0.59,337.35,469.6728447
0.51,368.25,407.6881974
0.55,371.66,441.3627807
0.62,331.75,499.4895285
0.62,336.02,501.5211217
0.64,335.17,519.598901
0.67,333.21,546.0293184
0.7,330.41,572.6326824
0.69,332.1,566.5129986
0.66,334.17,543.7956501
0.66,338.73,545.7915964
0.68,337.68,564.3746262
0.68,338.71,567.1388241
0.67,345.35,561.5889878
0.61,368.88,513.6870421
0.64,376.9,541.4721973
0.66,355.93,561.0639805
0.58,366.48,495.3026298
0.66,363.68,566.1512953
0.71,339.16,611.7785576
0.66,337.91,571.0891931
0.62,354.67,538.7838394
0.62,359.91,541.0599985
0.61,370.04,534.509693
0.64,373.45,563.0225754
0.69,353.25,609.4690374
0.63,374.07,558.6936458
0.52,405.91,462.8938095
0.32,418.49,285.9373582
0.54,403.9,484.2905513
0.67,359.88,603.0584493
0.59,347.84,532.9487976
0.62,358.8,562.0186658
0.55,371.28,500.2499598
0.43,379.1,392.43919
0.56,378.41,512.8008835
0.45,404.49,413.3798751
0.55,383.34,506.8446553
0.48,397.06,443.6487589
0.52,413.31,482.1377185
0.41,424.73,381.1497472
0.54,408.22,503.3020418
0.59,395.07,551.2400855
0.58,394.19,543.3123286
0.51,421.9,478.858241
0.59,398.42,555.2517956
0.59,405.93,556.4974794
0.54,416.32,510.4690123
0.46,418.95,435.8343149
0.49,417.28,465.196706
0.64,403.63,608.8723753
0.61,408.52,581.518381
0.59,410.44,563.5232506
0.62,422.2,593.2879828
0.55,423.72,527.2600028
0.51,426.9,489.8367629
0.64,395.81,615.7084163
0.61,425.62,587.8603832
0.24,430.91,231.6560608
0.64,404.43,618.7068249
0.68,399.7,658.3729534
0.63,414.49,610.8113753
0.65,408.99,631.0593031
0.65,402.98,631.9037516
0.65,411.99,632.7161905
0.49,445.13,477.5378331
0.48,450.58,468.3302122
0.65,409.3,634.9606266
0.67,395.2,655.1578541
0.63,422.84,616.6983343
0.62,425.1,607.4884677
0.48,450.26,470.5151695
0.62,415.66,608.0022562
0.7,373.79,686.7344288
0.68,387.48,667.379103
0.66,395.8,648.0009277
0.68,383.76,667.8382624
0.59,433.96,579.6171802
0.5,442.2,491.3395388
0.45,448.61,442.3269672
0.5,444.58,491.5681489
0.41,435.62,403.1591478
0.34,436.74,334.3857174
0.58,421.84,570.5183274
0.46,431.74,452.518873
0.58,442.8,570.6131467
0.61,438.62,600.1718736
0.66,414.8,649.3625901
0.66,425.9,649.3559981
0.58,449.32,570.6371237
0.42,450.7,413.2105405
0.18,443.83,177.0730378
0.52,434.05,511.4921758
0.47,432.84,462.2602611
0.43,436.91,422.8427037
0.41,439.94,403.101251
0.41,442.91,403.0247474
0.45,446.15,442.2291427
0.49,444.75,481.4114689
0.57,434.52,559.8590163
0.53,430.94,520.395199
0.62,433.27,608.4109495
0.59,438.83,578.6825449
0.38,437.61,372.4982708
0.13,440.2,127.3699119
0.39,444.62,381.8875862
0.52,444.29,508.8945698
0.45,449.85,440.1332362
0.37,444.21,361.7132655
0.5,435.34,488.4796192
0.53,433.2,517.4987915
0.48,438.68,468.4004647
0.59,443.54,575.4585937
0.38,457.23,370.396978
0.48,452.48,467.6032187
0.48,441.89,467.2984006
0.58,438.95,564.3300162
0.55,448.95,534.7912579
0.56,456.87,544.2404994
0.5,445.54,485.6166765
0.52,449.3,504.757146
0.49,446.71,475.2886194
0.53,441.25,513.7979843
0.39,446.46,377.8265668
0.5,441.69,484.124862
0.58,435.51,561.1781184
0.56,437.79,541.5159326
0.49,448.59,473.4827617
0.59,443.07,569.7839697
0.55,441.73,530.7743646
0.46,444.86,443.6646742
0.48,446.78,462.6176398
0.47,447.08,452.8527973
0.47,444.95,452.735046
0.49,447.2,471.8674195
0.55,444.99,529.4607203
0.4,451.41,384.9880827
0.48,445.38,461.8223411
0.37,445.59,355.8868155
0.37,446.77,355.7924552
0.12,449.96,115.3510395
0.33,447.38,317.1244733
0.2,446.42,192.1451795
0.23,444.98,220.8876515
0.46,439.84,441.6163311
0.48,440.3,460.6923159
0.42,444.37,402.9888126
0.31,447.84,297.3362977
0.42,449.52,402.7326147
0.4,441.95,383.3874243
0.38,446.59,364.0849118
0.33,449.35,316.0916118
0.43,450.95,411.7255996
0.52,443.1,497.7172901
0.45,439.45,430.596598
0.33,447.96,315.6307427
0.43,443.89,411.1236425
0.43,448.13,411.0075623
0.51,451.52,487.2560193
0.5,446.88,477.5230585
0.45,446.52,429.6161196
0.48,442.8,458.0845872
0.45,441.77,429.5623079
0.42,444.11,400.9887739
0.5,446.52,477.4871363
0.4,454.07,382.0502631
0.33,451.37,315.2463613
0.25,448.36,238.8422694
0.2,445.88,191.1067888
0.3,444.86,286.6615787
0.27,447.53,258.0199155
0.47,450.2,449.1469762
0.45,450.75,430.0413792
0.46,451.78,439.5643383
0.38,452.03,363.1231788
0.43,452.58,410.8699646
0.16,452.34,152.8715874
0.17,447.99,162.3998366
0.46,447.95,439.4035495
0.44,447.38,420.1972539
0.4,453.34,381.9386688
0.48,450.48,458.2490739
0.52,444.72,496.3183445
0.44,443.07,419.8555803
0.42,440.73,400.6733385
0.23,441.82,219.3245918
0.23,441.66,219.2694848
0.3,438.96,285.9045793
0.46,432.25,438.2383927
0.41,438.13,390.4344423
0.23,441.62,218.9481561
0.37,439.93,352.036399
0.38,436.07,361.3923477
0.48,436.73,456.4273628
0.35,434.41,332.8171169
0.38,430.87,361.2541482
0.5,428.98,475.1658334
0.41,430.38,389.566428
0.28,433.23,265.9485447
0.33,436.13,313.2947975
0.48,440.13,455.5312738
0.49,433.73,464.7550678
0.49,435.52,464.5191248
0.52,432.41,492.6193891
0.64,426.68,605.8740961
0.35,437.91,331.098701
0.47,435.26,444.2918634
0.24,438.81,226.6604425
0.2,433.22,188.7184967
0.47,434.87,443.0579598
0.32,437.5,301.3581699
0.19,434.02,178.7498771
0.44,430.19,413.4418008
0.54,429.32,506.8250958
0.55,432.6,515.5982719
0.59,430.88,552.3297556
0.53,433.52,495.5097724
0.48,433.36,448.1198166
0.53,434.15,494.0261337
0.5,433.3,465.4116653
0.53,427.48,492.5343765
0.48,426.48,445.2894981
0.45,432.42,416.7988749
0.34,431.63,314.3464308
0.42,433.62,387.6988239
0.49,429.12,451.6420919
0.46,432.34,423.301594
0.38,433.45,349.1067008
0.59,429.97,541.0644633
0.52,430.04,476.0579
0.52,431.32,475.1791867
0.56,428.88,510.7730081
0.59,422.01,537.1117566
0.46,425.23,417.9560955
0.46,431.64,417.1371445
0.47,431.25,425.305357
0.43,430.81,388.2751713
0.45,432.18,405.5016154
0.33,433.44,296.7118479
0.41,432.95,367.7702482
0.3,432.3,268.4891923
0.56,415.54,500.0247947
0.62,401.53,552.2327468
0.6,400.3,533.0817394
0.58,401.1,514.0038436
0.59,398.15,521.5194097
0.62,403.03,546.6068563
0.59,420.63,518.7805902
0.49,427.69,429.6351711
0.51,425.16,445.9540377
0.59,406.68,514.4103618
0.64,369.8,556.3624415
0.63,364,546.0361809
0.62,358.91,535.7436349
0.65,358.72,559.9590235
0.66,357.16,566.6976952
0.62,364.17,530.6922318
0.63,359.46,537.5431129
0.65,353.99,552.7504207
0.66,355.31,559.3967239
0.66,350.64,557.4763686
0.66,350.71,555.6262845
0.55,362.99,461.3930057
0.6,372.14,501.5896805
0.53,385.16,441.4739066
0.48,391.11,398.4272783
0.66,385.89,545.8147093
0.63,388.18,519.1073743
0.51,397.09,418.6406009
0.61,391.59,498.8102829
0.62,383.23,505.023208
0.63,374.95,511.2090749
0.6,373.12,484.9343637
0.28,409.41,225.3914078
0.51,382.55,408.8662231
0.52,384.16,415.1396318
0.54,393.84,429.3911558
0.57,404.64,451.338432
0.48,408.2,378.4555873
0.56,405.68,439.5976517
0.3,418.87,234.4716855
0.36,407.93,280.1208863
0.55,373.11,426.0514919
0.58,346.39,447.2295894
0.59,317.52,452.8607494
0.59,313.21,451.6661958
0.58,333.62,442.8900882
0.57,340.05,434.0043266
0.56,329.96,425.2437789
0.56,321.66,424.0637999
0.55,320.77,415.357064
0.57,326.28,429.2812465
0.58,337.11,435.6678852
0.62,337.84,464.3251488
0.62,346.66,463.0280811
0.59,348.46,439.3545962
0.53,345.71,393.5578387
0.44,347.3,325.8663099
0.41,349.33,302.7576682
0.43,345.14,316.5428707
0.48,338.72,352.3246415
0.49,332.2,358.5897302
0.51,338.2,372.2103938
0.48,330.88,349.2797147
0.39,340.2,282.9259381
0.42,355.48,303.7092435
0.54,340.21,389.305744
0.53,345.37,380.9109073
0.48,348.29,344.0000931
0.51,347.36,364.3769799
0.53,358.77,377.4697416
0.48,377.95,340.7168766
0.46,373.74,325.4970895
0.55,338.9,387.9277446
0.61,316.38,428.9819273
0.54,315.95,408.1530354
0.53,312.02,400.5115365
0.56,306.98,423.1820008
0.56,312.9,423.094173
0.53,312.2,400.4284137
0.52,308.08,392.7915932
0.52,312.2,392.7915932
0.5,315.05,377.6057815
0.47,325.96,354.9789154
0.38,348.59,286.9445985
0.55,325.73,426.9865196
0.61,309.31,473.5668672
0.59,311.67,458.0400847
0.35,329.19,271.7186943
0.49,329.28,380.406172
0.57,314.38,442.4261171
0.61,313.3,473.4735639
0.65,309.13,504.4215725
0.59,322.48,457.8595812
0.52,331.22,403.537258
0.47,330.3,364.663685
0.45,329.09,349.1460814
0.34,360.35,263.82121
0.42,366.16,325.8325095
0.53,344.16,411.1695953
0.5,336.27,387.8958446
0.19,352.25,147.3713373
0.35,359.48,271.4735161
0.47,340.41,364.4781945
0.49,348.89,379.9879049
0.65,312.27,472.1122976
0.65,307.94,474.5220316
0.63,310.54,462.2452642
0.63,314.09,464.5565077
0.63,320.61,466.8958724
0.62,319.49,461.7373857
0.65,314.21,486.4288865
0.56,320.82,421.0899039
0.6,318.91,453.3138197
0.59,322.57,447.8577374
0.57,330.05,434.6417722
0.63,323.16,482.6117363
0.61,332.32,469.4259962
0.62,333.81,479.1865789
0.63,332.7,489.0979498
0.65,323.55,506.766306
0.62,321.68,485.4483794
0.6,330.33,471.7442063
0.55,349.47,434.296567
0.43,369.49,340.9266244
0.45,372.6,358.225051
0.55,370.05,439.6637423
0.57,366.11,457.4123363
0.57,371.03,459.2081149
0.56,380.47,452.9868196
0.56,381,454.6490384
0.5,388.23,407.484566
0.41,396.32,335.3991426
0.67,339.4,550.092332
0.59,346.05,486.1203538
0.59,347.5,487.9046089
0.62,345.6,514.5768651
0.56,352.09,467.0555022
0.55,360.45,461.0058855
0.51,389.79,429.4760516
0.49,389.31,414.564651
0.56,370.91,476.0542864
0.62,355.56,529.4614318
0.61,368.05,523.2610456
0.62,361.16,534.229163
0.64,358.16,553.7834599
0.66,357.51,573.5440871
0.65,367.39,567.240321
0.62,389.15,543.272147
0.65,392.81,571.8198031
0.64,390.17,565.3046144
0.64,393.83,567.561799
0.67,378.73,596.4208699
0.66,375.48,589.7458013
0.63,372.63,565.0056432
0.64,365.36,576.0558321
0.6,370.77,541.9818281
0.64,370.48,580.1483002
0.52,404.09,472.9635983
0.52,413.65,474.5776251
0.49,406.69,448.7007731
0.61,390.34,560.3593862
0.64,386.8,589.7828716
0.65,382.02,600.774361
0.64,389.52,593.4002689
0.62,400.82,576.3727885
0.62,394.73,577.8653072
0.62,403.95,579.2692424
0.62,416.17,580.7821443
0.47,440.99,441.3007319
0.48,435.1,451.7302744
0.52,426.93,490.4723547
0.59,424.73,557.7346616
0.57,433.1,540.0555642
0.51,436.88,484.1843267
0.59,425.03,561.304221
0.58,428.32,552.9191163
0.59,434.87,563.5232506
0.48,438.56,459.3197287
0.58,426.95,556.0196393
0.63,425.15,605.0924718
0.62,428.77,596.4675283
0.59,432.74,568.5862723
0.6,410.87,579.140152
0.6,406.76,580.0376484
0.62,427.59,600.2812222
0.62,438.57,601.1159566
0.51,444.17,495.1388378
0.5,442.29,486.0798089
0.54,432.62,525.6411429
0.52,433.77,506.7748432
0.55,431.83,536.6283681
0.53,432.27,517.7371263
0.61,436.77,596.4870015
0.63,431.3,616.6983343
0.57,443.48,558.4974622
0.56,448.34,548.9343644
0.55,443.2,539.3568402
0.57,436.2,559.1980349
0.62,429.18,608.4927115
0.59,429.23,579.2735566
0.47,442.83,461.5940931
0.41,441.57,402.7848201
0.6,418.39,589.6074466
0.47,445.04,461.9859435
0.55,429.74,540.7249637
0.41,440.42,403.1591478
0.47,429.91,462.2390799
0.51,431.75,501.6626672
0.45,436.64,442.6815062
0.34,430.33,334.4973618
0.48,428.91,472.2663923
0.57,425.76,560.813146
0.62,438.44,610.0010892
0.56,448.63,550.9599815
0.57,443.31,560.7857336
0.58,441.95,570.5686774
0.54,447.45,531.1649518
0.57,444.83,560.6135082
0.62,438.16,609.6801774
0.55,442.27,540.7455806
0.4,450.61,393.1948755
0.48,437.36,471.7110856
0.45,438.71,442.1125735
0.46,438.01,451.8160482
0.22,440.49,216.0131015
0.41,443.94,402.336273
0.48,439.57,470.7925789
0.4,445.2,392.1034429
0.51,438.46,499.681962
0.5,448.91,489.5994695
0.52,437.78,508.8945698
0.44,446.16,430.3524976
0.41,452.96,400.8174023
0.49,448.7,478.7100268
0.45,447.84,439.3857664
0.44,452.8,429.3670927
0.52,450.3,507.1838453
0.45,448.07,438.6280003
0.34,454.38,331.2189466
0.51,452.2,496.5045506
0.42,454.43,408.6527704
0.51,447.45,495.8973482
0.49,452.25,476.210437
0.49,444.95,475.904343
0.59,437.61,572.7052233
0.54,437.09,523.7874582
0.45,438.3,436.2435716
0.34,438.81,329.3872634
0.47,441.38,455.0773703
0.47,447.52,454.7477856
0.51,441.37,493.1662958
0.14,444.2,135.280789
0.47,440.95,453.8957047
0.34,444.31,328.1150617
0.46,444.09,443.6646742
0.45,445.45,433.7040373
0.45,446.95,433.5824655
0.3,447.02,288.9798166
0.4,441.64,385.1978935
0.46,449.26,442.8216933
0.12,451.7,115.4964248
0.3,447.64,288.6389632
0.18,448.24,173.1341265
0.28,448.89,269.2483445
0.32,447.17,307.602772
0.41,441.92,394.0031334
0.42,436.16,403.5048769
0.36,438.54,345.7371936
0.5,435.91,480.0177512
0.5,435.02,479.887829
0.46,435.13,441.3686995
0.52,431.77,498.7576607
0.53,435.35,508.2102043
0.55,438.4,527.1577085
0.55,443.1,526.965004
0.29,448.84,277.7774771
0.24,445.91,229.8003347
0.23,445.13,220.144186
0.45,445.88,430.596598
0.45,440.85,430.4055583
0.48,439.69,458.9287172
0.55,437.96,525.7073471
0.39,437.16,372.6075441
0.47,436.77,448.871675
0.42,434.98,400.975045
0.45,437.36,429.4543005
0.45,440.05,429.5623079
0.48,440.86,458.2728845
0.45,442.32,429.7384227
0.45,438.77,429.806546
0.36,440.06,343.9051215
0.52,439.18,496.7919204
0.59,435.12,563.7650268
0.41,434.89,391.7708242
0.4,438.02,382.2517266
0.38,435.61,363.1401084
0.32,437.79,305.807203
0.48,440.61,458.6758312
0.53,436.33,506.4612757
0.52,433.97,496.8660037
0.48,437.56,458.6147621
0.47,434.61,448.9877835
0.45,431.91,429.8512984
0.56,431.27,534.796505
0.55,439.88,525.1656696
0.55,441.59,525.0770639
0.27,442.93,257.7037558
0.38,439.29,362.6025467
0.45,436.84,429.2928627
0.29,437.59,276.5397026
0.45,442.91,429.0055137
0.52,436.61,495.5679374
0.55,435.79,523.9806869
0.41,436.9,390.4344423
0.36,436.47,342.7014617
0.44,435.71,418.6378799
0.47,437.11,446.9852722
0.38,437.57,361.3383289
0.34,439.77,323.3080564
0.4,439.61,380.2675244
0.47,435.31,446.6558834
0.45,436.88,427.5729088
0.42,434.71,398.922817
0.48,435.09,455.7015236
0.49,437.08,465.0215086
0.48,438.7,455.2702705
0.49,436.59,464.5191248
0.49,439.9,464.1990398
0.48,438.13,454.4055721
0.55,432.02,520.2979588
0.5,433.06,472.6509185
0.49,435.91,462.76507
0.53,437.77,500.1040163
0.45,433.33,424.2044296
0.29,436.8,273.1058415
0.43,433.93,404.5391955
0.54,431.46,507.4058465
0.22,437.26,206.4842983
0.43,436.2,403.1041035
0.38,433.57,355.7378087
0.34,430.72,317.8741936
0.29,431.66,270.7390558
0.44,430.64,410.1349035
0.42,429.34,390.9457988
0.3,429.12,278.7930433
0.3,426.02,278.3059363
0.52,426.42,481.6342554
0.4,428.57,369.8193304
0.42,437.52,387.6988239
0.48,433.25,442.4249063
0.5,433.35,460.1104282
0.41,436.76,376.6677561
0.52,430.09,476.8703745
0.58,429.41,530.9876577
0.45,430.09,411.2127577
0.59,419.7,538.1358478
0.61,416.41,555.3189348
0.58,427.87,526.9881204
0.6,422.06,544.0919276
0.6,424.71,542.943009
0.59,423.34,532.7496537
0.56,422.59,504.6242325
0.38,425.38,341.6681885
0.21,432.19,188.3701271
0.24,435.67,214.7913538
0.31,433.05,276.7994399
0.61,407.32,543.325767
0.58,408.58,515.3123481
0.57,410.03,505.1417084
0.51,422.65,450.8049134
0.48,427.88,423.1795017
0.57,423.52,501.1948075
0.48,426.43,420.8671064
0.5,420.21,437.2098408
0.62,416.05,540.5668209
0.65,414.13,565.0556047
0.63,410.04,546.0361809
0.55,419.66,475.2564503
0.46,431.37,396.2786935
0.48,416.21,412.1437784
0.59,404.46,505.0135755
0.47,410.61,401.0242271
0.45,410.77,382.6733682
0.59,393.41,500.0667684
0.62,378.23,523.689922
0.62,378.38,521.9519642
0.66,374.83,553.6716069
0.6,396.75,501.5896805
0.2,414.97,166.593927
0.31,406.57,257.3176173
0.66,387.89,545.8147093
0.66,373.42,543.8267731
0.65,377.56,533.5615501
0.64,386.19,523.3419362
0.61,396.53,496.8776724
0.64,396.38,519.3235046
0.66,382.59,533.4278001
0.66,386.04,531.2797469
0.64,374.49,513.0870251
0.58,383.28,463.0403585
0.57,382.29,453.24622
0.56,380.91,443.4202139
0.58,379.92,457.3005013
0.5,390.73,392.4979033
0.5,394.38,390.7861425
0.45,400.63,350.1511079
0.39,406.45,302.1092397
0.41,392.58,316.1450546
0.57,366.88,437.5095375
0.58,334.3,444.0108366
0.55,344.58,419.9819802
0.58,359.38,441.6184376
0.52,371.9,394.8692233
0.44,395.34,333.1929857
0.46,398.57,347.3895445
0.46,403.26,346.4374972
0.48,384.98,360.5527326
0.59,349.95,441.8578029
0.62,321.32,463.0280811
0.62,317.93,461.6946604
0.66,330.59,490.0908934
0.65,336.6,481.3934124
0.55,355.4,406.1383354
0.26,382.35,191.3980148
0.38,389.25,278.9236745
0.2,392.96,146.3631552
0.23,410.74,167.8595894
0.55,392.83,400.2163398
0.62,362.84,449.7796964
0.41,369.59,296.478071
0.41,347.15,295.5839908
0.46,332.2,330.6019196
0.41,321.14,293.8334129
0.52,320.63,371.5216266
0.61,321.82,434.4463063
0.57,320.53,404.6012909
0.59,313.12,417.4853974
0.59,307.1,416.1406715
0.58,298.48,407.8844554
0.53,298.52,400.5946459
0.5,310.47,377.8410721
0.52,314.02,392.954715
0.52,323.04,392.8731607
0.53,317.42,400.4284137
0.56,315.05,423.0063312
0.57,312.17,430.5600156
0.55,312.72,415.3663596
0.52,330.77,392.7426298
0.55,334.63,415.3145504
