Clearness,GHI,Solar Angle,sin(b),Y,X
0.48,459.6006693,68.72,0.931817969,6.934944973,1.073170976
0.41,392.4309403,68.67,0.931500902,6.934916813,1.073536266
0.53,507.1471043,68.62,0.931183125,6.934978704,1.073902622
0.43,411.2764223,68.56,0.930800857,6.934945546,1.074343661
0.42,401.5626275,68.51,0.93048152,6.934917136,1.07471237
0.43,411.0075623,68.46,0.930161475,6.934978763,1.075082152
0.46,439.4858213,68.4,0.929776486,6.934945305,1.075527307
0.6,573.0276702,68.35,0.929454883,6.934916642,1.075899453
0.48,458.2571943,68.29,0.929068024,6.934973081,1.076347451
0.41,391.2805849,68.24,0.928744864,6.934944243,1.07672197
0.26,248.1915557,68.21,0.928550629,6.93540487,1.0769472
0.21,200.4943869,68.18,0.928356138,6.935773849,1.07717282
0.22,210.09434,68.15,0.928161394,6.936234046,1.07739883
0.29,276.9864408,68.12,0.927966395,6.93660267,1.077625231
0.15,143.2938006,68.08,0.927706,6.937057464,1.077927705
0.2,191.0738155,68.04,0.927445153,6.937419355,1.078230876
0.35,334.4368803,68,0.927183855,6.937873688,1.078534743
0.4,382.2154383,67.95,0.926856596,6.938231579,1.078915557
0.34,324.9139676,67.9,0.926528631,6.938680425,1.079297462
0.24,229.3516474,67.85,0.926199961,6.939037887,1.079680461
0.19,181.5730268,67.79,0.925804625,6.939481186,1.080141504
0.32,305.7838875,67.73,0.925408274,6.939833147,1.080604127
0.34,324.8996863,67.67,0.925010909,6.940275887,1.081068332
0.45,429.9801955,67.61,0.924612529,6.940627364,1.081534122
0.37,353.5155458,67.54,0.924146471,6.941064436,1.082079553
0.4,382.1172625,67.47,0.923679033,6.941408898,1.082627151
0.41,391.6422941,67.4,0.923210217,6.941845344,1.083176921
0.49,467.9469419,67.32,0.92267274,6.942185474,1.083807895
0.48,458.3264026,67.24,0.922133464,6.942616086,1.08444172
0.55,525.0770639,67.17,0.921660123,6.942960795,1.084998662
0.52,496.3183445,67.08,0.92104952,6.943385489,1.085717954
0.43,410.3134081,67,0.920504853,6.943724354,1.086360377
0.48,457.9123869,66.91,0.919889959,6.944148272,1.087086548
0.47,448.1850353,66.81,0.919204081,6.944475869,1.087897694
0.41,390.8716903,66.72,0.918584397,6.944898961,1.088631598
0.52,495.5679374,66.63,0.917962446,6.945229718,1.089369183
0.54,514.4537653,66.53,0.917268733,6.94564662,1.090193052
0.54,514.2307289,66.43,0.916572226,6.945972601,1.091021494
0.2,190.3897009,66.33,0.915872927,6.946388591,1.091854525
0.4,380.5798908,66.22,0.915100476,6.94670826,1.092776177
0.47,446.9852722,66.11,0.914324652,6.947117802,1.093703421
0.41,389.865039,65.97,0.913332366,6.948054173,1.094891671
0.45,427.9077217,65.84,0.912406074,6.949085396,1.096003225
0.31,294.7073314,65.69,0.91133144,6.950014376,1.097295623
0.45,427.64925,65.53,0.910178279,6.950925834,1.098685854
0.52,494.0842501,65.38,0.909090744,6.951942878,1.100000199
0.41,389.4246547,65.22,0.90792384,6.952863306,1.101413969
0.44,417.7263967,65.05,0.906676246,6.95377706,1.102929524
0.48,455.5312738,64.88,0.90542067,6.954789162,1.104458991
0.5,474.2398651,64.7,0.90408255,6.955695025,1.106093686
0.44,417.1192141,64.52,0.902735506,6.956678292,1.107744177
0.49,464.1990398,64.33,0.901303961,6.957576032,1.109503612
0.26,246.1363515,64.14,0.899862505,6.958472605,1.111280884
0.42,397.3184412,63.94,0.898334492,6.95945144,1.113171106
0.46,434.838845,63.75,0.896872742,6.960345579,1.114985386
0.47,443.8766998,63.54,0.895245648,6.961226536,1.117011852
0.43,405.7447679,63.33,0.893606529,6.962184107,1.119060759
0.46,433.6311947,63.12,0.891955405,6.963062323,1.121132284
0.51,480.2895832,62.91,0.890292299,6.963939218,1.123226609
0.52,489.2101899,62.69,0.88853717,6.964897499,1.125445321
0.47,441.6310145,62.46,0.886688256,6.965759127,1.127792089
0.36,337.8833972,62.24,0.884906359,6.966625554,1.130063074
0.48,449.9766736,62.01,0.883029518,6.96756157,1.132464974
0.4,374.4608513,61.77,0.881055904,6.968412193,1.135001758
0.49,458.1128084,61.53,0.879066832,6.969359701,1.137569936
0.43,401.440669,61.29,0.877062336,6.97020703,1.140169814
0.53,494.0261337,61.04,0.874957955,6.971046136,1.142912061
0.57,530.5692984,60.8,0.872922077,6.971978482,1.145577625
0.61,566.879188,60.55,0.870785085,6.972802608,1.148388985
0.59,547.3350081,60.29,0.868545027,6.973629653,1.151350786
0.3,277.8659166,60.04,0.866374259,6.974549782,1.154235586
0.41,379.0648137,59.78,0.864099162,6.975373068,1.157274586
0.37,341.544202,59.54,0.861983279,6.976248785,1.160115311
0.59,543.8139474,59.31,0.859941365,6.977130994,1.162869982
0.56,515.3236796,59.07,0.857795899,6.978002791,1.165778481
0.44,404.2288115,58.83,0.855635381,6.978872585,1.168722124
0.4,366.823365,58.58,0.853368879,6.979734546,1.171826188
0.53,485.2128597,58.34,0.85117775,6.980600253,1.174842739
0.52,475.1791867,58.09,0.848879445,6.981456535,1.178023577
0.55,501.6520615,57.84,0.846564978,6.982312096,1.181244236
0.59,537.1117566,57.59,0.844234393,6.983164034,1.184505166
0.64,581.5041328,57.34,0.841887736,6.984013786,1.187806827
0.64,580.3647228,57.09,0.83952505,6.984862805,1.191149686
0.59,533.8939588,56.83,0.837050902,6.985700378,1.194670476
0.56,505.6606882,56.57,0.834559518,6.98653558,1.198236889
0.55,495.6130855,56.32,0.832147749,6.987377825,1.201709674
0.56,503.5110147,56.06,0.829622703,6.988208339,1.205367206
0.55,493.3503329,55.79,0.82698246,6.989028331,1.20921549
0.57,510.1294653,55.53,0.824422645,6.989855427,1.212970078
0.55,491.0957805,55.27,0.821845854,6.990678609,1.216773188
0.42,374.093151,55,0.819152044,6.991490967,1.220774589
0.2,177.6939131,54.73,0.816440044,6.992302194,1.224829683
0.17,150.656299,54.46,0.813709913,6.993109268,1.228939189
0.1,88.39312028,54.19,0.810961712,6.993913671,1.233103838
0.52,458.4444601,53.92,0.808195503,6.994716908,1.23732438
0.59,518.7805902,53.65,0.805411346,6.995515924,1.24160158
0.59,517.3158183,53.37,0.802505183,6.996303263,1.246097872
0.58,507.1634154,53.1,0.799684658,6.997098251,1.250492915
0.57,496.9727224,52.82,0.796740914,6.997879787,1.255113152
0.55,478.1239732,52.54,0.793778143,6.998658332,1.259797853
0.57,494.0327351,52.26,0.790796414,6.999435421,1.26454797
0.55,475.2564503,51.98,0.787795799,7.000207915,1.269364474
0.57,491.0409898,51.71,0.78488453,7.000865192,1.27407276
0.56,480.8344081,51.43,0.781847028,7.001437614,1.279022576
0.52,445.0967106,51.16,0.778900323,7.002090249,1.283861324
0.62,529.0106826,50.89,0.775936322,7.002729248,1.28876555
0.62,527.2388629,50.61,0.772844343,7.003367115,1.293921614
0.61,517.0181842,50.34,0.769845312,7.003940047,1.298962252
0.46,388.5441357,50.06,0.766717149,7.00457288,1.304261946
0.41,345.1617828,49.79,0.763683363,7.005213384,1.309443217
0.42,352.3364771,49.51,0.760519304,7.005840972,1.314891015
0.57,476.5101965,49.24,0.757451045,7.006404411,1.320217335
0.62,516.4411738,48.96,0.754251381,7.007026759,1.325817924
0.62,514.6352345,48.69,0.75114893,7.007645506,1.331293915
0.61,504.4651101,48.41,0.747913956,7.008262341,1.337052199
0.55,453.1889776,48.14,0.7447776,7.008815837,1.342682702
0.51,418.6406009,47.86,0.741507614,7.0094272,1.348603819
0.53,433.3925409,47.58,0.73821992,7.010035655,1.354609884
0.4,325.8214245,47.3,0.734914595,7.010641169,1.360702327
0.51,413.8359178,47.03,0.731710695,7.011184183,1.366660358
0.56,452.6054062,46.75,0.72837097,7.01178396,1.372926766
0.55,442.7331224,46.47,0.72501385,7.012368678,1.379283996
0.62,497.0530555,46.19,0.721639415,7.012962262,1.385733621
0.62,494.9741764,45.91,0.718247747,7.013482112,1.392277254
0.55,437.3428439,45.64,0.714960963,7.014081764,1.398677763
0.48,380.074469,45.36,0.711535677,7.014666099,1.405410905
0.49,386.3400787,45.08,0.708093399,7.015247177,1.412243076
0.56,439.5976517,44.8,0.70463421,7.015754838,1.419176057
0.5,390.7861425,44.52,0.701158193,7.016329391,1.426211674
0.55,427.9624652,44.24,0.697665431,7.016888111,1.433351798
0.53,410.5587104,43.96,0.694156007,7.017455762,1.440598352
0.52,400.9644595,43.68,0.690630006,7.017950307,1.447953306
0.52,399.1315079,43.4,0.687087511,7.018511038,1.455418683
0.49,375.1126033,43.25,0.68518299,7.018645481,1.459464135
0.52,397.0738722,43.11,0.683401201,7.018721989,1.463269305
0.51,388.3196606,42.95,0.681359874,7.018838084,1.467653201
0.55,417.65014,42.8,0.679441304,7.018965527,1.471797481
0.59,446.7815035,42.65,0.677518078,7.019021454,1.475975377
0.55,415.357064,42.5,0.675590208,7.019144135,1.480187233
0.65,489.531246,42.35,0.673657707,7.019264359,1.484433399
0.59,443.1794005,42.21,0.671849874,7.019327763,1.488427756
0.48,359.4775345,42.05,0.669778868,7.019428529,1.493030085
0.49,365.941548,41.9,0.667832555,7.019541306,1.49738133
0.48,357.4410274,41.75,0.665881666,7.019582868,1.501768334
0.39,289.5991643,41.6,0.663926213,7.019690576,1.506191473
0.47,348.0844674,41.46,0.662097017,7.019810939,1.510352674
0.49,361.8323351,41.31,0.660132778,7.019845115,1.51484676
0.46,338.627257,41.15,0.658032604,7.019929554,1.51968154
0.5,367.0048349,41,0.656059029,7.020026713,1.524253087
0.47,343.9534147,40.85,0.654080958,7.020052956,1.528862732
0.58,423.2980949,40.71,0.652230713,7.020160747,1.533199801
0.63,458.4296255,40.56,0.650243987,7.020249872,1.53788427
0.58,420.7616515,40.41,0.648252805,7.020268228,1.542608058
0.57,412.1768304,40.25,0.64612398,7.02033525,1.547690585
0.59,425.3525721,40.1,0.64412363,7.020415748,1.552496996
0.57,409.6589003,39.95,0.642118865,7.020425625,1.557344059
0.62,444.3334536,39.81,0.640243781,7.020517371,1.561905059
0.37,264.3519266,39.66,0.63823052,7.020589289,1.566831997
0.15,106.8310589,39.51,0.636212884,7.020590731,1.571800924
0.12,85.17921915,39.35,0.634055934,7.020639137,1.577147923
0.6,424.5614211,39.2,0.632029303,7.02070183,1.582205122
0.43,303.288964,39.05,0.629998339,7.020694194,1.587305772
0.48,337.5595493,38.91,0.628098877,7.02076879,1.592106015
0.48,362.8026982,42.18,0.671461959,7.026126246,1.489287646
0.55,415.6251794,42.17,0.671332613,7.026111411,1.489574588
0.55,415.6251794,42.17,0.671332613,7.026111411,1.489574588
0.55,415.5389199,42.16,0.671203246,7.026096568,1.489861685
0.54,407.9836668,42.16,0.671203246,7.026096568,1.489861685
0.51,385.2379087,42.15,0.67107386,7.026081715,1.490148939
0.56,423.0063312,42.15,0.67107386,7.026081715,1.490148939
0.53,400.2621283,42.14,0.670944452,7.026066855,1.490436349
0.59,445.61183,42.14,0.670944452,7.026149908,1.490436349
0.6,453.0704186,42.13,0.670815025,7.026135038,1.490723915
0.63,489.0936498,43.59,0.689493141,7.026387973,1.45034075
0.63,489.0936498,43.59,0.689493141,7.026387973,1.45034075
0.58,450.2766934,43.59,0.689493141,7.026387973,1.45034075
0.46,357.1159982,43.59,0.689493141,7.026387973,1.45034075
0.58,450.2766934,43.59,0.689493141,7.026387973,1.45034075
0.66,512.2828724,43.58,0.689366718,7.026374304,1.450606729
0.66,512.2828724,43.58,0.689366718,7.026374304,1.450606729
0.56,434.5785855,43.57,0.689240274,7.026360628,1.45087285
0.5,388.0165942,43.57,0.689240274,7.026360628,1.45087285
0.53,411.2975899,43.57,0.689240274,7.026360628,1.45087285
0.52,403.457694,43.56,0.689113808,7.026346945,1.451139112
0.56,434.4929013,43.56,0.689113808,7.026346945,1.451139112
0.62,481.0857359,43.56,0.689113808,7.026430143,1.451139112
0.47,364.622094,43.55,0.688987322,7.026416451,1.451405516
0.55,426.6854291,43.55,0.688987322,7.026416451,1.451405516
0.6,465.4750136,43.55,0.688987322,7.026416451,1.451405516
0.57,442.114012,43.54,0.688860815,7.026402752,1.451672063
0.54,418.8448535,43.54,0.688860815,7.026402752,1.451672063
0.52,403.2524705,43.53,0.688734286,7.026389044,1.451938752
0.5,387.7427601,43.53,0.688734286,7.026389044,1.451938752
0.51,370.426572,40.4,0.648119901,7.021679359,1.542924385
0.56,408.818981,40.65,0.651436559,7.021666229,1.535068898
0.57,418.2219057,40.9,0.654740814,7.021646911,1.527321925
0.54,398.1912923,41.15,0.658032604,7.021619463,1.51968154
0.52,385.3743708,41.4,0.661311865,7.021671463,1.512145861
0.39,290.4477104,41.65,0.664578537,7.02163432,1.504713055
0.48,359.2090239,41.9,0.667832555,7.021591436,1.49738133
0.43,323.3368905,42.15,0.67107386,7.021540929,1.490148939
0.52,392.8719771,42.4,0.674302388,7.021486891,1.483014176
0.66,500.9934012,42.65,0.677518078,7.021427417,1.475975377
0.62,472.7682435,42.89,0.680593006,7.021431891,1.469306901
0.6,459.6302251,43.14,0.683783357,7.021362073,1.462451507
0.63,484.8170124,43.39,0.686960689,7.021285195,1.455687372
0.61,471.4577631,43.63,0.689998625,7.021191515,1.449278251
0.62,481.3344903,43.88,0.693150266,7.021106704,1.442688618
0.59,459.9878777,44.12,0.696163428,7.021003715,1.436444318
0.58,454.1291291,44.36,0.699164374,7.020978167,1.430278826
0.52,408.8449788,44.6,0.702153053,7.020866401,1.424190916
0.38,300.0594463,44.85,0.705253159,7.020763086,1.417930551
0.38,301.2839937,45.09,0.708216629,7.020642606,1.411997345
0.63,501.5150714,45.33,0.711167673,7.020516169,1.406138155
0.66,527.5964908,45.58,0.714228408,7.020399683,1.40011233
0.62,497.5362255,45.81,0.717032275,7.020338595,1.394637361
0.64,515.602094,46.05,0.71994573,7.02020188,1.388993584
0.61,493.4320713,46.3,0.722967146,7.020073024,1.383188718
0.59,479.0052368,46.53,0.725734693,7.01991504,1.377914008
0.44,358.5864181,46.77,0.728610099,7.019766771,1.372476172
0.51,417.2038115,47.01,0.731472722,7.019614762,1.367104979
0.62,509.0406654,47.24,0.734204025,7.019532033,1.362019229
0.61,502.5990099,47.47,0.736923498,7.019360172,1.356992962
0.6,496.1741786,47.71,0.739748547,7.019197608,1.351810699
0.64,531.1761188,47.95,0.742560616,7.019031517,1.346691406
0.6,500.4166095,48.29,0.746522066,7.018596697,1.339545132
0.61,511.2974367,48.64,0.75057257,7.018166748,1.332316208
0.66,555.7925373,48.98,0.754480526,7.017636345,1.325415256
0.49,414.564651,49.32,0.758361915,7.01717337,1.318631619
0.44,374.0426536,49.67,0.762329567,7.016726705,1.311768615
0.36,307.4292185,50.01,0.766156619,7.016264791,1.30521616
0.29,248.7634479,50.35,0.769956692,7.015797802,1.298774347
0.67,577.31216,50.7,0.77384021,7.015250566,1.292256447
0.66,571.0891931,51.03,0.777475366,7.014764165,1.286214385
0.61,530.0937774,51.37,0.781193703,7.014282392,1.280092244
0.35,305.4370959,51.71,0.78488453,7.013784644,1.27407276
0.36,315.4483434,52.05,0.788547719,7.013208542,1.26815407
0.48,422.2669315,52.38,0.792076614,7.012703985,1.262504134
0.49,432.8113454,52.72,0.795684962,7.012203777,1.25677881
0.68,603.0344114,53.06,0.799265291,7.011699102,1.251149038
0.65,578.6172619,53.39,0.802713402,7.01118168,1.245774641
0.52,464.6482071,53.73,0.806238149,7.010583152,1.240328309
0.58,520.1639255,54.06,0.809632078,7.010046538,1.235128927
0.66,594.0575769,54.39,0.812999149,7.009516906,1.230013588
0.64,578.1139499,54.72,0.816339251,7.008983359,1.224980912
0.61,552.9538486,55.05,0.819652272,7.00844595,1.220029559
0.46,418.3908754,55.38,0.822938104,7.007819183,1.215158219
0.53,483.7041179,55.71,0.826196636,7.007274142,1.210365616
0.59,540.2723594,56.04,0.829427761,7.006725385,1.205650507
0.48,440.9385334,56.36,0.832534698,7.00615504,1.201151139
0.59,543.7060848,56.69,0.835711526,7.005513348,1.196585148
0.68,628.5024084,57,0.838670568,7.004939639,1.192363293
0.65,602.6721481,57.33,0.841793536,7.004376765,1.187939747
0.59,548.4837826,57.65,0.844795201,7.003451501,1.183718845
0.67,624.4673481,57.97,0.847770515,7.002521909,1.179564496
0.71,663.3567131,58.28,0.850627633,7.001583993,1.175602532
0.67,627.619414,58.61,0.853641718,7.000655228,1.171451652
0.55,516.4157501,58.92,0.856447337,6.999711609,1.167614116
0.55,517.6076061,59.23,0.859227884,6.998775541,1.1638356
0.59,556.4974794,59.54,0.861983279,6.99781479,1.160115311
0.54,510.4690123,59.85,0.864713441,6.996873184,1.156452477
0.45,426.3596559,60.17,0.867505119,6.995924815,1.152730949
0.58,550.6409989,60.47,0.870097744,6.994959952,1.149296164
0.6,570.8178519,60.78,0.872751729,6.993999936,1.145801225
0.51,486.1874989,61.09,0.875380165,6.993035916,1.142360816
0.55,525.3182845,61.39,0.877899415,6.99206459,1.13908266
0.48,459.3197287,61.69,0.880394596,6.991100787,1.135854314
0.33,316.3560017,61.99,0.882865641,6.990113043,1.132675181
0.51,489.8367629,62.29,0.885312482,6.989231361,1.129544675
0.55,529.1244202,62.58,0.887654691,6.988233077,1.126564204
0.52,501.126884,62.88,0.890053735,6.987259239,1.123527671
0.55,530.8784727,63.17,0.892349617,6.986267407,1.120637002
0.39,377.0244714,63.46,0.894622639,6.985271919,1.117789733
0.46,445.3699391,63.75,0.896872742,6.984275348,1.114985386
0.51,494.4663514,64.03,0.899023454,6.983269813,1.112318033
0.53,514.5560472,64.31,0.901152695,6.982263319,1.109689851
0.55,534.6877898,64.59,0.903260416,6.981264384,1.107100436
0.53,515.9070477,64.87,0.905346565,6.980242346,1.104549395
0.52,506.7748432,65.14,0.907337732,6.979233813,1.102125444
0.55,536.6283681,65.41,0.90930875,6.978213387,1.099736476
0.52,507.9685013,65.69,0.91133144,6.977194536,1.097295623
0.39,381.360542,65.95,0.913190165,6.976164906,1.095062166
0.63,616.6983343,66.22,0.915100476,6.975136851,1.092776177
0.56,548.6992611,66.48,0.916920829,6.97410314,1.090606701
0.62,607.7487605,66.64,0.918031664,6.973320772,1.089287047
0.58,568.7763042,66.8,0.919135339,6.972536293,1.087979057
0.6,588.6295104,66.96,0.920231847,6.971752228,1.086682669
0.62,608.4927115,67.12,0.921321179,6.97096731,1.08539782
0.52,510.5461854,67.28,0.922403327,6.970180275,1.084124451
0.54,530.3421496,67.43,0.923411307,6.969389027,1.082941039
0.66,648.3853202,67.58,0.924412959,6.968596976,1.081767613
0.66,648.5681913,67.73,0.925408274,6.967802856,1.080604127
0.63,619.2577541,67.88,0.926397247,6.967009193,1.07945053
0.61,599.7131416,68.02,0.92731456,6.966210205,1.078382722
0.45,442.4917476,68.16,0.928226337,6.965409189,1.07732345
0.1,98.34874041,68.3,0.929132572,6.964608677,1.076272677
0.22,216.4035035,68.44,0.930033259,6.963807401,1.075230365
0.59,580.4046414,68.57,0.930864639,6.962999665,1.074270047
0.66,649.3184083,68.7,0.931691228,6.962192474,1.073316964
0.67,659.2051726,68.83,0.93251302,6.961384558,1.072371087
0.63,619.8461088,68.95,0.933267336,6.960570281,1.071504339
0.62,610.0010892,69.07,0.934017559,6.959756585,1.070643684
0.61,600.152837,69.19,0.934763684,6.958942199,1.069789099
0.62,609.9774646,69.31,0.93550571,6.958125844,1.068940563
0.49,482.0321585,69.42,0.936182295,6.957305781,1.068168033
0.49,481.9830118,69.53,0.936855429,6.956485056,1.06740055
0.6,590.1194823,69.64,0.93752511,6.95566239,1.066638098
0.53,521.1782162,69.74,0.938130913,6.954836095,1.065949311
0.62,609.5677454,69.84,0.938733858,6.954009164,1.065264656
0.59,579.9624414,69.94,0.939333943,6.953180313,1.064584121
0.61,599.4661712,70.03,0.939871573,6.952347904,1.063975152
0.57,560.0092597,70.12,0.940406885,6.951514878,1.063369501
0.56,550.0369283,70.21,0.940939876,6.950679949,1.062767161
0.57,559.6703084,70.29,0.941411696,6.949841519,1.062234519
0.48,471.0278318,70.28,0.941352819,6.949323627,1.062300956
0.43,421.7516853,70.27,0.941293913,6.948886635,1.062367435
0.45,441.1163733,70.26,0.941234979,6.948378881,1.062433954
0.37,362.5143646,70.25,0.941176015,6.947941479,1.062500514
0.62,607.1033422,70.24,0.941117023,6.947422615,1.062567115
0.61,596.9724761,70.22,0.940998953,6.946980582,1.062700438
0.59,577.0635763,70.21,0.940939876,6.946461222,1.062767161
0.59,576.7860179,70.2,0.940880769,6.946042941,1.062833924
0.58,566.6363582,70.18,0.94076247,6.945509524,1.062967574
0.48,468.6781508,70.16,0.940644056,6.945075935,1.063101386
0.51,497.6754938,70.15,0.940584806,6.944546262,1.063168354
0.28,273.0989936,70.14,0.940525528,6.944116507,1.063235362
0.47,458.1225781,70.12,0.940406885,6.943602012,1.063369501
0.43,418.8945501,70.1,0.940288127,6.943158221,1.063503804
0.14,136.2953668,70.08,0.940169255,6.942632564,1.06363827
0.34,330.8141474,70.06,0.940050268,6.942188319,1.0637729
0.42,408.3860515,70.04,0.939931167,6.941662133,1.063907694
0.46,447.054696,70.03,0.939871573,6.941221776,1.063975152
0.58,563.3153448,70.01,0.9397523,6.940705711,1.064110191
0.54,524.1708824,69.99,0.939632913,6.94026988,1.064245395
0.52,504.3879227,69.96,0.939453617,6.939728959,1.064448507
0.53,513.7979843,69.94,0.939333943,6.93929266,1.064584121
0.55,532.8323379,69.92,0.939214155,6.938755571,1.064719899
0.52,503.4898565,69.9,0.939094252,6.938329463,1.064855841
0.41,396.6948768,69.87,0.938914184,6.937796727,1.065060064
0.6,580.1956421,69.85,0.938793995,6.937350196,1.065196417
0.46,444.4940212,69.82,0.938613497,6.936816889,1.065401257
0.45,434.5809939,69.8,0.938493023,6.936369888,1.065538023
0.54,521.1239216,69.77,0.938312096,6.935846666,1.065743481
0.46,443.6646742,69.75,0.938191336,6.935399196,1.06588066
0.39,375.8768323,69.72,0.938009981,6.934864745,1.066086737
0.41,395.0418019,69.68,0.937767774,6.934842642,1.066362086
0.53,510.5310093,69.63,0.937464373,6.934906175,1.066707204
0.53,510.3872088,69.59,0.937221138,6.934883961,1.066984044
0.57,548.7138374,69.54,0.936916452,6.934857147,1.067331028
0.45,433.1115931,69.5,0.936672189,6.934925021,1.067609364
0.24,230.9111705,69.45,0.936366219,6.934898068,1.067958219
0.35,336.6496903,69.41,0.936120929,6.934875632,1.068238054
0.34,326.9444183,69.36,0.935813676,6.93493873,1.068588786
0.47,451.7915714,69.31,0.93550571,6.934911563,1.068940563
0.45,432.4424635,69.27,0.935258824,6.934888953,1.069222738
0.4,384.290359,69.22,0.934949575,6.934951823,1.069576399
0.38,364.9448154,69.17,0.934639615,6.934924441,1.06993111
0.48,460.8170411,69.12,0.934328942,6.934896981,1.070286871
0.49,470.2900725,69.07,0.934017559,6.934959609,1.070643684
0.27,259.0642366,69.03,0.93376794,6.934936699,1.070929893
0.33,316.5192846,68.98,0.933455276,6.934909023,1.071288605
0.34,326.0216405,68.93,0.933141901,6.934971421,1.071648373
0.35,335.4639963,68.87,0.932764913,6.93493884,1.072081492
0.33,316.1790024,68.82,0.932449975,6.934910916,1.072443591
0.22,210.7277412,68.77,0.932134327,6.934973054,1.072806752
0.37,354.2755159,68.72,0.931817969,6.934944973,1.073170976
0.34,325.4305359,68.67,0.931500902,6.934916813,1.073536266
0.42,401.8901581,68.62,0.931183125,6.934978704,1.073902622
0.45,430.4055583,68.56,0.930800857,6.934945546,1.074343661
0.47,449.3677022,68.51,0.93048152,6.934917136,1.07471237
0.56,535.2656625,68.46,0.930161475,6.934978763,1.075082152
0.47,449.0398609,68.4,0.929776486,6.934945305,1.075527307
0.58,553.9267479,68.35,0.929454883,6.934916642,1.075899453
0.55,525.0863684,68.29,0.929068024,6.934973081,1.076347451
0.58,553.5188762,68.24,0.928744864,6.934944243,1.07672197
0.52,496.3831113,68.21,0.928550629,6.93540487,1.0769472
0.52,496.4622915,68.18,0.928356138,6.935773849,1.07717282
0.36,343.7907381,68.15,0.928161394,6.936234046,1.07739883
0.37,353.3964934,68.12,0.927966395,6.93660267,1.077625231
0.19,181.5054808,68.08,0.927706,6.937057464,1.077927705
0.38,363.0402495,68.04,0.927445153,6.937419355,1.078230876
0.48,458.656293,68,0.927183855,6.937873688,1.078534743
0.43,410.8815961,67.95,0.926856596,6.938231579,1.078915557
0.46,439.5894856,67.9,0.926528631,6.938680425,1.079297462
0.45,430.0343389,67.85,0.926199961,6.939037887,1.079680461
0.45,430.0413792,67.79,0.925804625,6.939481186,1.080141504
0.45,430.0085918,67.73,0.925408274,6.939833147,1.080604127
0.45,430.0142907,67.67,0.925010909,6.940275887,1.081068332
0.47,449.0904264,67.61,0.924612529,6.940627364,1.081534122
0.53,506.3871331,67.54,0.924146471,6.941064436,1.082079553
0.35,334.3526047,67.47,0.923679033,6.941408898,1.082627151
0.38,362.9855409,67.4,0.923210217,6.941845344,1.083176921
0.16,152.7990014,67.32,0.92267274,6.942185474,1.083807895
0.49,467.8748693,67.24,0.922133464,6.942616086,1.08444172
0.51,486.8896411,67.17,0.921660123,6.942960795,1.084998662
0.46,439.0508432,67.08,0.92104952,6.943385489,1.085717954
0.31,295.8073407,67,0.920504853,6.943724354,1.086360377
0.3,286.1952418,66.91,0.919889959,6.944148272,1.087086548
0.17,162.1094809,66.81,0.919204081,6.944475869,1.087897694
0.33,314.6040434,66.72,0.918584397,6.944898961,1.088631598
0.35,333.5553425,66.63,0.917962446,6.945229718,1.089369183
0.24,228.6461179,66.53,0.917268733,6.94564662,1.090193052
0.38,361.8660685,66.43,0.916572226,6.945972601,1.091021494
0.45,428.3768271,66.33,0.915872927,6.946388591,1.091854525
0.48,456.6958689,66.22,0.915100476,6.94670826,1.092776177
0.51,485.026572,66.11,0.914324652,6.947117802,1.093703421
0.45,427.9006526,65.97,0.913332366,6.948054173,1.094891671
0.44,418.3986612,65.84,0.912406074,6.949085396,1.096003225
0.39,370.7608363,65.69,0.91133144,6.950014376,1.097295623
0.41,389.6359834,65.53,0.910178279,6.950925834,1.098685854
0.55,522.5891107,65.38,0.909090744,6.951942878,1.100000199
0.53,503.4026024,65.22,0.90792384,6.952863306,1.101413969
0.51,484.1828689,65.05,0.906676246,6.95377706,1.102929524
0.55,521.9629179,64.88,0.90542067,6.954789162,1.104458991
0.58,550.1182435,64.7,0.90408255,6.955695025,1.106093686
0.46,436.0791784,64.52,0.902735506,6.956678292,1.107744177
0.51,483.1459393,64.33,0.901303961,6.957576032,1.109503612
0.51,482.8059203,64.14,0.899862505,6.958472605,1.111280884
0.39,368.9385526,63.94,0.898334492,6.95945144,1.113171106
0.35,330.855643,63.75,0.896872742,6.960345579,1.114985386
0.45,424.9883296,63.54,0.895245648,6.961226536,1.117011852
0.44,415.1806928,63.33,0.893606529,6.962184107,1.119060759
0.44,414.7776645,63.12,0.891955405,6.963062323,1.121132284
0.33,310.7756127,62.91,0.890292299,6.963939218,1.123226609
0.45,423.354972,62.69,0.88853717,6.964897499,1.125445321
0.45,422.8382054,62.46,0.886688256,6.965759127,1.127792089
0.38,356.654697,62.24,0.884906359,6.966625554,1.130063074
0.36,337.4825052,62.01,0.883029518,6.96756157,1.132464974
0.27,252.7610746,61.77,0.881055904,6.968412193,1.135001758
0.44,411.3666035,61.53,0.879066832,6.969359701,1.137569936
0.52,485.4631346,61.29,0.877062336,6.97020703,1.140169814
0.49,456.7411425,61.04,0.874957955,6.971046136,1.142912061
0.52,484.0281319,60.8,0.872922077,6.971978482,1.145577625
0.56,520.4136808,60.55,0.870785085,6.972802608,1.148388985
0.59,547.3350081,60.29,0.868545027,6.973629653,1.151350786
0.6,555.7318332,60.04,0.866374259,6.974549782,1.154235586
0.5,462.274163,59.78,0.864099162,6.975373068,1.157274586
0.54,498.4699164,59.54,0.861983279,6.976248785,1.160115311
